Gene ID,Genomic Location (Gene),Gene Name or Symbol
PF3D7_0220100,"Pf3D7_02_v3:803,384..807,811(+)",N/A
PF3D7_0220200,"Pf3D7_02_v3:809,073..812,695(-)",N/A
PF3D7_0220300,"Pf3D7_02_v3:812,892..815,853(-)",N/A
PF3D7_0220400,"Pf3D7_02_v3:820,429..822,541(+)",N/A
PF3D7_0220500,"Pf3D7_02_v3:823,293..825,588(-)",N/A
PF3D7_0220600,"Pf3D7_02_v3:830,123..833,035(+)",N/A
PF3D7_0220700,"Pf3D7_02_v3:833,056..834,963(+)",N/A
PF3D7_0220800,"Pf3D7_02_v3:838,594..844,668(+)",CLAG2
PF3D7_0220900,"Pf3D7_02_v3:845,600..846,375(-)",N/A
PF3D7_0221000,"Pf3D7_02_v3:848,092..849,119(+)",N/A
PF3D7_0221100,"Pf3D7_02_v3:851,052..851,962(+)",N/A
PF3D7_0221200,"Pf3D7_02_v3:853,607..856,315(+)",N/A
PF3D7_0221300,"Pf3D7_02_v3:857,567..858,675(-)",N/A
PF3D7_0221400,"Pf3D7_02_v3:860,466..861,504(+)",N/A
PF3D7_0221500,"Pf3D7_02_v3:863,079..863,842(-)",N/A
PF3D7_0221600,"Pf3D7_02_v3:865,916..866,538(-)",N/A
PF3D7_0221650,"Pf3D7_02_v3:866,843..867,511(+)",N/A
PF3D7_0221700,"Pf3D7_02_v3:868,884..871,778(-)",N/A
PF3D7_0221800,"Pf3D7_02_v3:871,835..873,795(+)",N/A
PF3D7_0221900,"Pf3D7_02_v3:873,917..875,178(-)",N/A
PF3D7_0222000,"Pf3D7_02_v3:876,984..877,832(+)",EPF1
PF3D7_0222100,"Pf3D7_02_v3:878,211..879,540(-)",MC-2TM
PF3D7_0222200,"Pf3D7_02_v3:881,469..882,267(-)",EPF3
PF3D7_0222300,"Pf3D7_02_v3:883,452..884,312(+)",EPF4
PF3D7_0222400,"Pf3D7_02_v3:886,625..887,802(+)",RIF
PF3D7_0222500,"Pf3D7_02_v3:889,660..890,745(+)",RIF
PF3D7_0222600,"Pf3D7_02_v3:892,856..894,206(+)",RIF
PF3D7_0222700,"Pf3D7_02_v3:896,226..897,420(+)",RIF
PF3D7_0222800,"Pf3D7_02_v3:899,430..900,445(+)",N/A
PF3D7_0222900,"Pf3D7_02_v3:901,494..902,853(+)",VAR
PF3D7_0223100,"Pf3D7_02_v3:904,551..905,775(+)",RIF
PF3D7_0223200,"Pf3D7_02_v3:907,678..908,861(+)",RIF
PF3D7_0223300,"Pf3D7_02_v3:909,350..911,054(+)",N/A
PF3D7_0223400,"Pf3D7_02_v3:913,244..914,457(+)",RIF
PF3D7_0223500,"Pf3D7_02_v3:916,352..923,648(-)",VAR
PF3D7_0300100,"Pf3D7_03_v3:36,965..44,482(+)",VAR
PF3D7_0300200,"Pf3D7_03_v3:46,369..47,579(-)",RIF
PF3D7_0300300,"Pf3D7_03_v3:49,772..51,152(-)",VAR
PF3D7_0300400,"Pf3D7_03_v3:52,280..53,273(-)",N/A
PF3D7_0300500,"Pf3D7_03_v3:55,390..56,584(-)",RIF
PF3D7_0300600,"Pf3D7_03_v3:58,307..58,519(-)",N/A
PF3D7_0300700,"Pf3D7_03_v3:61,445..62,714(+)",RIF
PF3D7_0300800,"Pf3D7_03_v3:64,572..65,783(+)",RIF
PF3D7_0300900,"Pf3D7_03_v3:67,870..68,761(+)",N/A
PF3D7_0301000,"Pf3D7_03_v3:69,460..71,919(-)",ACS2
PF3D7_0301100,"Pf3D7_03_v3:76,494..77,474(+)",N/A
PF3D7_0301200,"Pf3D7_03_v3:78,154..81,283(-)",FIKK3
PF3D7_0301300,"Pf3D7_03_v3:81,939..84,290(-)",EH1
PF3D7_0301400,"Pf3D7_03_v3:85,289..86,678(-)",N/A
PF3D7_0301500,"Pf3D7_03_v3:87,480..90,921(-)",N/A
PF3D7_0301600,"Pf3D7_03_v3:91,001..94,089(-)",GEXP21
PF3D7_0301700,"Pf3D7_03_v3:95,216..99,115(-)",PTP7
PF3D7_0301800,"Pf3D7_03_v3:103,118..105,748(+)",N/A
PF3D7_0301900,"Pf3D7_03_v3:105,433..107,500(-)",N/A
PF3D7_0302000,"Pf3D7_03_v3:107,622..110,309(-)",PRP46
PF3D7_0302100,"Pf3D7_03_v3:112,158..118,863(+)",SRPK1
PF3D7_0302200,"Pf3D7_03_v3:119,098..124,924(+)",CLAG3.2
PF3D7_0302300,"Pf3D7_03_v3:125,687..130,112(-)",N/A
PF3D7_0302400,"Pf3D7_03_v3:132,332..133,502(-)",N/A
PF3D7_0302500,"Pf3D7_03_v3:134,486..141,185(+)",CLAG3.1
PF3D7_0302600,"Pf3D7_03_v3:141,335..146,155(+)",ABCB4
PF3D7_0302700,"Pf3D7_03_v3:146,052..147,270(-)",N/A
PF3D7_0302800,"Pf3D7_03_v3:147,724..150,348(-)",N/A
PF3D7_0302900,"Pf3D7_03_v3:151,935..158,150(-)",N/A
PF3D7_0303000,"Pf3D7_03_v3:159,315..161,740(-)",NSF
PF3D7_0303100,"Pf3D7_03_v3:161,748..168,348(-)",N/A
PF3D7_0303200,"Pf3D7_03_v3:168,679..174,837(+)",N/A
PF3D7_0303300,"Pf3D7_03_v3:174,382..176,798(-)",RPB6
PF3D7_0303400,"Pf3D7_03_v3:177,446..181,753(+)",DHHC1
PF3D7_0303500,"Pf3D7_03_v3:182,267..189,424(+)",N/A
PF3D7_0303600,"Pf3D7_03_v3:189,682..190,816(+)",Plrx
PF3D7_0303700,"Pf3D7_03_v3:191,168..193,072(-)",BCKDH-E2
PF3D7_0303800,"Pf3D7_03_v3:193,499..196,492(+)",N/A
PF3D7_0303900,"Pf3D7_03_v3:196,570..197,601(-)",N/A
PF3D7_0304000,"Pf3D7_03_v3:198,542..201,584(-)",IMC1a
PF3D7_0304100,"Pf3D7_03_v3:203,251..206,328(+)",IMC1e
PF3D7_0304200,"Pf3D7_03_v3:206,611..208,959(-)",EHD
PF3D7_0304300,"Pf3D7_03_v3:211,970..217,021(+)",N/A
PF3D7_0304400,"Pf3D7_03_v3:217,059..218,992(+)",RPL44
PF3D7_0304500,"Pf3D7_03_v3:218,780..220,345(-)",GLP1
PF3D7_0304600,"Pf3D7_03_v3:221,112..223,145(-)",CSP
PF3D7_0304700,"Pf3D7_03_v3:224,160..225,793(-)",N/A
PF3D7_0304800,"Pf3D7_03_v3:226,915..231,648(+)",N/A
PF3D7_0304900,"Pf3D7_03_v3:231,447..232,745(-)",N/A
PF3D7_0305000,"Pf3D7_03_v3:233,621..235,461(-)",EF-Ts
PF3D7_0305100,"Pf3D7_03_v3:236,334..248,270(-)",N/A
PF3D7_0305200,"Pf3D7_03_v3:250,163..255,153(+)",N/A
PF3D7_0305300,"Pf3D7_03_v3:255,187..259,495(-)",N/A
PF3D7_0305400,"Pf3D7_03_v3:259,959..261,372(+)",N/A
PF3D7_0305500,"Pf3D7_03_v3:261,400..274,210(-)",N/A
PF3D7_0305600,"Pf3D7_03_v3:274,618..277,999(-)",APE1
PF3D7_0305700,"Pf3D7_03_v3:278,771..280,588(-)",N/A
PF3D7_0305800,"Pf3D7_03_v3:281,916..285,260(+)",N/A
PF3D7_0305900,"Pf3D7_03_v3:285,291..286,154(-)",N/A
PF3D7_0306000,"Pf3D7_03_v3:286,241..287,345(-)",QCR8
PF3D7_0306100,"Pf3D7_03_v3:287,946..291,323(-)",N/A
PF3D7_0306200,"Pf3D7_03_v3:291,924..295,013(+)",AHA1
PF3D7_0306300,"Pf3D7_03_v3:294,566..297,773(-)",GRX1
PF3D7_0306400,"Pf3D7_03_v3:297,490..300,880(+)",N/A
PF3D7_0306500,"Pf3D7_03_v3:300,489..302,223(-)",COX6C
PF3D7_0306600,"Pf3D7_03_v3:302,501..303,423(+)",ATPTG17
PF3D7_0306700,"Pf3D7_03_v3:303,434..305,619(+)",EMC5
PF3D7_0306800,"Pf3D7_03_v3:305,320..308,017(-)",CCT2
PF3D7_0306900,"Pf3D7_03_v3:309,572..312,482(+)",N/A
PF3D7_0307000,"Pf3D7_03_v3:311,223..311,382(+)",N/A
PF3D7_0307100,"Pf3D7_03_v3:312,534..313,923(-)",RPS12
PF3D7_0307200,"Pf3D7_03_v3:314,714..316,835(-)",N/A
PF3D7_0307300,"Pf3D7_03_v3:318,804..320,336(+)",EB1
PF3D7_0307400,"Pf3D7_03_v3:320,628..322,215(-)",ClpP
PF3D7_0307500,"Pf3D7_03_v3:322,589..325,397(-)",SKA2
PF3D7_0307600,"Pf3D7_03_v3:325,654..328,649(+)",N/A
PF3D7_0307700,"Pf3D7_03_v3:328,477..336,120(-)",AKIT10
PF3D7_0307800,"Pf3D7_03_v3:336,191..339,907(+)",N/A
PF3D7_0307900,"Pf3D7_03_v3:339,591..352,137(-)",N/A
PF3D7_0308000,"Pf3D7_03_v3:353,058..355,573(+)",N/A
PF3D7_0308100,"Pf3D7_03_v3:355,867..361,936(+)",N/A
PF3D7_0308200,"Pf3D7_03_v3:361,623..365,130(-)",CCT7
PF3D7_0308300,"Pf3D7_03_v3:365,177..366,948(-)",PIC4
PF3D7_0308400,"Pf3D7_03_v3:368,572..368,690(+)",N/A
PF3D7_0308500,"Pf3D7_03_v3:369,925..371,806(+)",N/A
PF3D7_0308600,"Pf3D7_03_v3:371,933..374,911(+)",PRPF19
PF3D7_0308700,"Pf3D7_03_v3:375,388..377,772(+)",N/A
PF3D7_0308800,"Pf3D7_03_v3:377,774..378,857(+)",N/A
PF3D7_0308900,"Pf3D7_03_v3:378,896..383,721(-)",SF3B1
PF3D7_0309000,"Pf3D7_03_v3:383,878..387,313(+)",YVH1
PF3D7_0309100,"Pf3D7_03_v3:386,977..388,538(-)",OMD
PF3D7_0309200,"Pf3D7_03_v3:388,943..396,419(-)",ARK2
PF3D7_0309300,"Pf3D7_03_v3:397,397..401,232(+)",N/A
PF3D7_0309400,"Pf3D7_03_v3:401,458..401,576(-)",N/A
PF3D7_0309500,"Pf3D7_03_v3:401,933..405,904(+)",AS
PF3D7_0309600,"Pf3D7_03_v3:406,534..408,869(+)",PfP2
PF3D7_0309700,"Pf3D7_03_v3:409,102..410,928(-)",SBP2
PF3D7_0309800,"Pf3D7_03_v3:411,588..414,117(+)",YTH2
PF3D7_0309900,"Pf3D7_03_v3:414,206..419,975(-)",N/A
PF3D7_0310000,"Pf3D7_03_v3:420,417..421,877(+)",N/A
PF3D7_0310100,"Pf3D7_03_v3:422,379..424,680(+)",CDPK3
PF3D7_0310200,"Pf3D7_03_v3:426,151..441,005(+)",N/A
PF3D7_0310300,"Pf3D7_03_v3:441,760..447,410(+)",N/A
PF3D7_0310400,"Pf3D7_03_v3:447,468..451,552(+)",PIESP1
PF3D7_0310500,"Pf3D7_03_v3:451,792..459,726(-)",DHX57
PF3D7_0310600,"Pf3D7_03_v3:460,848..462,532(-)",EIF3K
PF3D7_0310700,"Pf3D7_03_v3:462,750..464,274(+)",TRAPPC4
PF3D7_0310800,"Pf3D7_03_v3:464,662..465,196(+)",N/A
PF3D7_0310900,"Pf3D7_03_v3:465,745..468,557(+)",N/A
PF3D7_0311000,"Pf3D7_03_v3:469,287..470,118(+)",N/A
PF3D7_0311100,"Pf3D7_03_v3:470,535..473,737(-)",N/A
PF3D7_0311200,"Pf3D7_03_v3:473,860..479,395(+)",N/A
PF3D7_0311300,"Pf3D7_03_v3:479,460..485,830(-)",N/A
PF3D7_0311400,"Pf3D7_03_v3:487,853..496,510(+)",PKRP
PF3D7_0311500,"Pf3D7_03_v3:496,787..498,268(-)",N/A
PF3D7_0311600,"Pf3D7_03_v3:499,117..502,677(+)",OST1
PF3D7_0311700,"Pf3D7_03_v3:502,698..505,935(+)",PM6
PF3D7_0311800,"Pf3D7_03_v3:506,275..509,040(+)",N/A
PF3D7_0311900,"Pf3D7_03_v3:509,155..512,024(-)",N/A
PF3D7_0312000,"Pf3D7_03_v3:511,923..513,009(+)",N/A
PF3D7_0312100,"Pf3D7_03_v3:513,105..516,915(+)",N/A
PF3D7_0312200,"Pf3D7_03_v3:516,480..520,555(-)",N/A
PF3D7_0312300,"Pf3D7_03_v3:521,939..523,113(+)",RPN12
PF3D7_0312400,"Pf3D7_03_v3:523,023..528,087(-)",GSK3beta
PF3D7_0312500,"Pf3D7_03_v3:528,316..531,025(+)",MFR3
PF3D7_0312600,"Pf3D7_03_v3:531,213..531,289(+)",N/A
PF3D7_0312700,"Pf3D7_03_v3:531,898..531,973(-)",N/A
PF3D7_0312800,"Pf3D7_03_v3:533,606..535,480(+)",N/A
PF3D7_0312900,"Pf3D7_03_v3:535,938..537,274(+)",N/A
PF3D7_0313000,"Pf3D7_03_v3:537,355..538,827(-)",N/A
PF3D7_0313100,"Pf3D7_03_v3:539,192..543,133(+)",HRD3
PF3D7_0313200,"Pf3D7_03_v3:543,010..543,942(-)",N/A
PF3D7_0313300,"Pf3D7_03_v3:544,055..545,227(-)",N/A
PF3D7_0313400,"Pf3D7_03_v3:545,589..548,500(-)",N/A
PF3D7_0313500,"Pf3D7_03_v3:548,576..551,854(+)",PfG
PF3D7_0313600,"Pf3D7_03_v3:551,348..554,770(-)",N/A
PF3D7_0313700,"Pf3D7_03_v3:555,035..558,825(-)",N/A
PF3D7_0313800,"Pf3D7_03_v3:559,025..563,280(+)",N/A
PF3D7_0313900,"Pf3D7_03_v3:562,366..565,656(-)",N/A
PF3D7_0314000,"Pf3D7_03_v3:567,002..569,084(+)",N/A
PF3D7_0314100,"Pf3D7_03_v3:568,936..571,598(-)",N/A
PF3D7_0314100,"Pf3D7_03_v3:568,936..571,598(-)",N/A
PF3D7_0314200,"Pf3D7_03_v3:572,134..576,853(-)",N/A
PF3D7_0314300,"Pf3D7_03_v3:576,881..578,724(-)",DER1-2
PF3D7_0314400,"Pf3D7_03_v3:578,813..581,393(-)",PPP6
PF3D7_0314500,"Pf3D7_03_v3:582,177..586,023(+)",N/A
PF3D7_0314600,"Pf3D7_03_v3:586,077..588,321(+)",N/A
PF3D7_0314700,"Pf3D7_03_v3:588,362..594,166(-)",RNF1
PF3D7_0314800,"Pf3D7_03_v3:604,442..608,381(+)",N/A
PF3D7_0314900,"Pf3D7_03_v3:608,592..610,992(+)",N/A
PF3D7_0315000,"Pf3D7_03_v3:610,994..612,107(+)",N/A
PF3D7_0315100,"Pf3D7_03_v3:612,333..614,159(-)",eIF4E
PF3D7_0315200,"Pf3D7_03_v3:616,472..622,816(+)",CTRP
PF3D7_0315300,"Pf3D7_03_v3:623,446..630,360(+)",N/A
PF3D7_0315400,"Pf3D7_03_v3:630,342..631,821(-)",N/A
PF3D7_0315500,"Pf3D7_03_v3:632,614..634,164(-)",N/A
PF3D7_0315600,"Pf3D7_03_v3:635,060..638,072(+)",N/A
PF3D7_0315700,"Pf3D7_03_v3:638,283..641,306(+)",N/A
PF3D7_0315800,"Pf3D7_03_v3:641,255..643,023(-)",N/A
PF3D7_0315900,"Pf3D7_03_v3:644,186..645,268(+)",N/A
PF3D7_0316000,"Pf3D7_03_v3:645,489..647,748(-)",MA
PF3D7_0316100,"Pf3D7_03_v3:647,361..649,671(+)",N/A
PF3D7_0316200,"Pf3D7_03_v3:649,743..657,416(-)",N/A
PF3D7_0316300,"Pf3D7_03_v3:658,272..661,980(+)",PPase
PF3D7_0316300,"Pf3D7_03_v3:658,272..661,980(+)",PPase
PF3D7_0316400,"Pf3D7_03_v3:662,081..665,690(-)",N/A
PF3D7_0316500,"Pf3D7_03_v3:665,769..669,165(+)",NUF2
PF3D7_0316600,"Pf3D7_03_v3:668,469..672,475(-)",FNT
PF3D7_0316700,"Pf3D7_03_v3:673,290..676,084(+)",YOP1
PF3D7_0316800,"Pf3D7_03_v3:676,699..679,176(+)",N/A
PF3D7_0316900,"Pf3D7_03_v3:678,813..681,861(-)",N/A
PF3D7_0317000,"Pf3D7_03_v3:682,236..684,432(-)",N/A
PF3D7_0317100,"Pf3D7_03_v3:686,282..689,482(+)",B9
PF3D7_0317200,"Pf3D7_03_v3:689,618..696,787(-)",CRK4
PF3D7_0317300,"Pf3D7_03_v3:698,789..710,430(-)",NUP335
PF3D7_0317400,"Pf3D7_03_v3:711,998..714,150(-)",N/A
PF3D7_0317500,"Pf3D7_03_v3:716,493..722,640(-)",EG5
PF3D7_0317600,"Pf3D7_03_v3:724,394..726,450(+)",RPS11
PF3D7_0317700,"Pf3D7_03_v3:727,544..738,158(+)",N/A
PF3D7_0317800,"Pf3D7_03_v3:737,151..739,019(-)",N/A
PF3D7_0317900,"Pf3D7_03_v3:739,193..742,054(+)",N/A
PF3D7_0318000,"Pf3D7_03_v3:742,191..742,799(+)",N/A
PF3D7_0318100,"Pf3D7_03_v3:743,870..745,191(+)",STOML
PF3D7_0318200,"Pf3D7_03_v3:747,275..756,485(+)",RPB1
PF3D7_0318300,"Pf3D7_03_v3:756,194..760,677(-)",N/A
PF3D7_0318400,"Pf3D7_03_v3:761,693..765,439(-)",N/A
PF3D7_0318500,"Pf3D7_03_v3:766,814..782,795(+)",N/A
PF3D7_0318600,"Pf3D7_03_v3:782,940..787,364(-)",N/A
PF3D7_0318700,"Pf3D7_03_v3:788,145..789,211(+)",N/A
PF3D7_0318800,"Pf3D7_03_v3:789,497..791,504(+)",N/A
PF3D7_0318900,"Pf3D7_03_v3:791,312..794,096(-)",N/A
PF3D7_0319000,"Pf3D7_03_v3:794,521..801,871(+)",ATPase7
PF3D7_0319100,"Pf3D7_03_v3:801,493..803,378(-)",RBX1
PF3D7_0319200,"Pf3D7_03_v3:803,517..806,736(-)",CCR4-4
PF3D7_0319300,"Pf3D7_03_v3:806,843..808,202(+)",N/A
PF3D7_0319400,"Pf3D7_03_v3:809,093..814,903(+)",N/A
PF3D7_0319500,"Pf3D7_03_v3:815,119..817,437(+)",N/A
PF3D7_0319600,"Pf3D7_03_v3:817,542..819,496(+)",EF-1delta
PF3D7_0319700,"Pf3D7_03_v3:820,232..831,283(+)",ABCI3
PF3D7_0319800,"Pf3D7_03_v3:831,076..832,509(-)",N/A
PF3D7_0319900,"Pf3D7_03_v3:833,687..835,444(-)",N/A
PF3D7_0320000,"Pf3D7_03_v3:837,189..838,557(+)",I2
PF3D7_0320100,"Pf3D7_03_v3:839,576..842,017(+)",SEC22
PF3D7_0320200,"Pf3D7_03_v3:842,496..844,477(+)",N/A
PF3D7_0320300,"Pf3D7_03_v3:844,881..848,142(+)",CCT5
PF3D7_0320400,"Pf3D7_03_v3:848,247..857,504(-)",Cap380
PF3D7_0320500,"Pf3D7_03_v3:860,221..862,776(+)",Nico
PF3D7_0320600,"Pf3D7_03_v3:862,233..864,181(-)",N/A
PF3D7_0320700,"Pf3D7_03_v3:864,860..866,969(+)",SPC25
PF3D7_0320800,"Pf3D7_03_v3:869,089..872,456(+)",DOZI
PF3D7_0320900,"Pf3D7_03_v3:874,313..876,685(+)",H2A.Z
PF3D7_0321000,"Pf3D7_03_v3:877,409..879,789(+)",N/A
PF3D7_0321100,"Pf3D7_03_v3:879,438..885,952(-)",N/A
PF3D7_0321200,"Pf3D7_03_v3:886,593..889,386(-)",ALG7
PF3D7_0321300,"Pf3D7_03_v3:889,611..893,080(-)",N/A
PF3D7_0321400,"Pf3D7_03_v3:894,149..896,220(+)",pPK1
PF3D7_0321500,"Pf3D7_03_v3:896,241..900,388(-)",N/A
PF3D7_0321600,"Pf3D7_03_v3:900,508..903,759(+)",DDX42
PF3D7_0321700,"Pf3D7_03_v3:903,127..910,678(-)",N/A
PF3D7_0321800,"Pf3D7_03_v3:912,017..921,435(+)",N/A
PF3D7_0321900,"Pf3D7_03_v3:921,776..928,618(+)",CARL
PF3D7_0322000,"Pf3D7_03_v3:928,124..929,640(-)",CYP19A
PF3D7_0322100,"Pf3D7_03_v3:930,302..933,014(-)",Prt1
PF3D7_0322200,"Pf3D7_03_v3:933,188..937,006(-)",N/A
PF3D7_0322300,"Pf3D7_03_v3:937,293..941,851(-)",DGAT
PF3D7_0322400,"Pf3D7_03_v3:942,090..945,625(+)",N/A
PF3D7_0322500,"Pf3D7_03_v3:945,333..946,889(-)",IscA2
PF3D7_0322600,"Pf3D7_03_v3:948,374..952,693(+)",N/A
PF3D7_0322700,"Pf3D7_03_v3:952,746..963,144(-)",N/A
PF3D7_0322800,"Pf3D7_03_v3:964,101..965,203(+)",N/A
PF3D7_0322900,"Pf3D7_03_v3:965,293..967,150(-)",RPS3A
PF3D7_0323000,"Pf3D7_03_v3:968,067..969,942(-)",TMA7
PF3D7_0323100,"Pf3D7_03_v3:969,875..976,203(+)",N/A
PF3D7_0323200,"Pf3D7_03_v3:976,846..978,520(+)",N/A
PF3D7_0323300,"Pf3D7_03_v3:978,970..980,271(+)",N/A
PF3D7_0323400,"Pf3D7_03_v3:980,289..984,435(-)",RIPR
PF3D7_0323500,"Pf3D7_03_v3:985,953..988,161(+)",SMN
PF3D7_0323600,"Pf3D7_03_v3:988,165..991,120(+)",N/A
PF3D7_0323700,"Pf3D7_03_v3:991,037..994,381(-)",SART1
PF3D7_0323800,"Pf3D7_03_v3:995,923..1,001,997(+)",N/A
PF3D7_0323900,"Pf3D7_03_v3:1,002,872..1,004,267(-)",VAR
PF3D7_0324000,"Pf3D7_03_v3:1,005,952..1,006,800(+)",EPF1
PF3D7_0324100,"Pf3D7_03_v3:1,007,145..1,008,491(-)",MC-2TM
PF3D7_0324200,"Pf3D7_03_v3:1,010,342..1,011,621(-)",EPF3
PF3D7_0324300,"Pf3D7_03_v3:1,012,355..1,013,464(+)",EPF4
PF3D7_0324400,"Pf3D7_03_v3:1,015,795..1,016,942(+)",RIF
PF3D7_0324500,"Pf3D7_03_v3:1,018,874..1,019,973(+)",RIF
PF3D7_0324600,"Pf3D7_03_v3:1,021,998..1,023,008(+)",N/A
PF3D7_0324700,"Pf3D7_03_v3:1,024,030..1,025,411(+)",VAR
PF3D7_0324800,"Pf3D7_03_v3:1,027,571..1,028,929(+)",RIF
PF3D7_0324900,"Pf3D7_03_v3:1,030,822..1,038,254(-)",VAR
PF3D7_0400100,"Pf3D7_04_v3:28,706..37,677(+)",VAR
PF3D7_0400200,"Pf3D7_04_v3:38,955..40,154(+)",N/A
PF3D7_0400300,"Pf3D7_04_v3:42,032..43,374(-)",RIF
PF3D7_0400400,"Pf3D7_04_v3:45,555..56,860(-)",VAR
PF3D7_0400500,"Pf3D7_04_v3:59,636..60,939(+)",RIF
PF3D7_0400600,"Pf3D7_04_v3:61,411..61,489(+)",N/A
PF3D7_0400700,"Pf3D7_04_v3:63,104..64,476(-)",RIF
PF3D7_0400800,"Pf3D7_04_v3:66,601..67,573(-)",N/A
PF3D7_0400900,"Pf3D7_04_v3:69,961..71,113(-)",RIF
PF3D7_0401000,"Pf3D7_04_v3:73,268..74,340(-)",RIF
PF3D7_0401100,"Pf3D7_04_v3:76,033..76,245(-)",N/A
PF3D7_0401200,"Pf3D7_04_v3:79,193..80,451(+)",RIF
PF3D7_0401300,"Pf3D7_04_v3:82,247..83,575(+)",RIF
PF3D7_0401400,"Pf3D7_04_v3:85,397..86,608(+)",RIF
PF3D7_0401500,"Pf3D7_04_v3:89,153..90,184(+)",N/A
PF3D7_0401600,"Pf3D7_04_v3:92,418..94,121(-)",RIF
PF3D7_0401600,"Pf3D7_04_v3:92,418..94,121(-)",RIF
PF3D7_0401700,"Pf3D7_04_v3:100,684..102,110(+)",N/A
PF3D7_0401800,"Pf3D7_04_v3:103,078..106,145(-)",PfD80
PF3D7_0401900,"Pf3D7_04_v3:108,357..111,662(-)",ACS6
PF3D7_0402000,"Pf3D7_04_v3:113,655..116,953(-)",N/A
PF3D7_0402100,"Pf3D7_04_v3:123,068..125,848(-)",N/A
PF3D7_0402200,"Pf3D7_04_v3:127,712..134,468(-)",SURF4.1
PF3D7_0402300,"Pf3D7_04_v3:137,006..147,177(+)",RH1
PF3D7_0402400,"Pf3D7_04_v3:146,710..149,188(-)",GEXP18
PF3D7_0402500,"Pf3D7_04_v3:155,877..156,984(+)",RIF
PF3D7_0402600,"Pf3D7_04_v3:159,279..160,314(-)",N/A
PF3D7_0402700,"Pf3D7_04_v3:162,511..163,724(-)",RIF
PF3D7_0402800,"Pf3D7_04_v3:167,245..171,985(+)",N/A
PF3D7_0402900,"Pf3D7_04_v3:172,256..173,440(-)",N/A
PF3D7_0403000,"Pf3D7_04_v3:174,829..174,902(+)",N/A
PF3D7_0403100,"Pf3D7_04_v3:175,003..177,360(-)",N/A
PF3D7_0403200,"Pf3D7_04_v3:177,783..181,051(+)",N/A
PF3D7_0403300,"Pf3D7_04_v3:180,345..181,808(-)",N/A
PF3D7_0403400,"Pf3D7_04_v3:181,969..194,734(+)",N/A
PF3D7_0403500,"Pf3D7_04_v3:195,272..196,988(+)",USP
PF3D7_0403600,"Pf3D7_04_v3:197,685..202,175(-)",N/A
PF3D7_0403700,"Pf3D7_04_v3:205,531..209,494(-)",CLF1
PF3D7_0403800,"Pf3D7_04_v3:209,977..216,599(-)",N/A
PF3D7_0403900,"Pf3D7_04_v3:218,611..222,971(+)",SET8
PF3D7_0404000,"Pf3D7_04_v3:223,010..224,364(-)",N/A
PF3D7_0404100,"Pf3D7_04_v3:224,779..231,733(-)",ApiAP2
PF3D7_0404200,"Pf3D7_04_v3:232,342..233,735(-)",N/A
PF3D7_0404300,"Pf3D7_04_v3:233,990..237,708(-)",N/A
PF3D7_0404400,"Pf3D7_04_v3:238,360..239,499(-)",P36
PF3D7_0404500,"Pf3D7_04_v3:240,911..242,347(-)",P52
PF3D7_0404600,"Pf3D7_04_v3:244,986..260,286(+)",N/A
PF3D7_0404700,"Pf3D7_04_v3:259,944..263,782(-)",DPAP3
PF3D7_0404800,"Pf3D7_04_v3:264,062..266,503(-)",N/A
PF3D7_0404900,"Pf3D7_04_v3:266,566..268,913(-)",P41
PF3D7_0405000,"Pf3D7_04_v3:268,919..271,537(-)",DDX51
PF3D7_0405100,"Pf3D7_04_v3:271,572..277,979(-)",SEC24B
PF3D7_0405200,"Pf3D7_04_v3:277,684..281,983(+)",CERLI2
PF3D7_0405300,"Pf3D7_04_v3:282,403..288,297(-)",LISP2
PF3D7_0405400,"Pf3D7_04_v3:290,361..301,167(+)",PRPF8
PF3D7_0405500,"Pf3D7_04_v3:301,259..302,267(-)",N/A
PF3D7_0405600,"Pf3D7_04_v3:302,892..305,696(+)",N/A
PF3D7_0405700,"Pf3D7_04_v3:305,485..313,556(-)",N/A
PF3D7_0405800,"Pf3D7_04_v3:315,105..315,919(+)",N/A
PF3D7_0405900,"Pf3D7_04_v3:315,974..319,564(-)",ASP
PF3D7_0406000,"Pf3D7_04_v3:320,299..322,945(+)",N/A
PF3D7_0406100,"Pf3D7_04_v3:322,950..325,688(-)",N/A
PF3D7_0406200,"Pf3D7_04_v3:328,473..330,639(+)",Pfs16
PF3D7_0406400,"Pf3D7_04_v3:331,524..334,219(+)",cGLO2
PF3D7_0406500,"Pf3D7_04_v3:333,546..345,127(-)",N/A
PF3D7_0406600,"Pf3D7_04_v3:346,308..346,727(+)",N/A
PF3D7_0406700,"Pf3D7_04_v3:347,345..352,121(+)",N/A
PF3D7_0406800,"Pf3D7_04_v3:351,527..353,137(-)",N/A
PF3D7_0406900,"Pf3D7_04_v3:353,655..359,878(-)",N/A
PF3D7_0407000,"Pf3D7_04_v3:360,382..361,906(-)",N/A
PF3D7_0407100,"Pf3D7_04_v3:361,974..364,336(+)",N/A
PF3D7_0407200,"Pf3D7_04_v3:363,313..365,044(-)",PTH2
PF3D7_0407300,"Pf3D7_04_v3:365,916..367,353(+)",N/A
PF3D7_0407400,"Pf3D7_04_v3:367,527..368,741(-)",N/A
PF3D7_0407500,"Pf3D7_04_v3:369,885..371,270(+)",N/A
PF3D7_0407600,"Pf3D7_04_v3:373,039..376,677(+)",N/A
